EVALUACION_ID,ZONA_ID,ZONA_NOMBRE,REGION,PROVINCIA,DISTRITO,LATITUD,LONGITUD,ALTITUD_MSNM,SUPERFICIE_HA,TIPO_YACIMIENTO,MINERAL_PRINCIPAL,CONCESION_ID,ESTADO_CONCESION,EMPRESA_OPERADORA,ACCESIBILIDAD_SCORE,DISPONIBILIDAD_AGUA_SCORE,DISTANCIA_VIA_PRINCIPAL_KM,DISTANCIA_PLANTA_KM,FASE_EXPLORACION,ANIO,TRIMESTRE,MES,FECHA_EVALUACION,EVALUADOR,METODO_EVALUACION,SISMICIDAD_INDICE,DISTANCIA_FALLA_GEOLOGICA_KM,ESTABILIDAD_TALUD_SCORE,PENDIENTE_PROMEDIO_PCT,NIVEL_FREATICO_M,CAUDAL_INFILTRACION_LPS,POTENCIAL_DRENAJE_ACIDO_PH,EVENTOS_GEOLOGICOS_12M,DISTANCIA_AREA_PROTEGIDA_KM,DISTANCIA_CUERPO_AGUA_KM,INDICE_ESTRES_HIDRICO,COBERTURA_VEGETAL_PCT,CALIDAD_AIRE_PM10_UGM3,PASIVOS_AMBIENTALES_NUM,ESPECIES_SENSIBLES_NUM,CONSUMO_AGUA_M3_MES,HUELLA_CARBONO_TCO2E_MES,COMUNIDADES_INFLUENCIA_NUM,POBLACION_INFLUENCIA,DISTANCIA_COMUNIDAD_KM,CONFLICTOS_REGISTRADOS_12M,DIAS_PARALIZACION_12M,INDICE_ACEPTACION_SOCIAL,CONVENIOS_VIGENTES_NUM,EMPLEO_LOCAL_PCT,IDH_DISTRITAL,POBREZA_DISTRITAL_PCT,QUEJAS_REGISTRADAS_12M,COSTO_MITIGACION_EJECUTADO_USD,ACCIONES_MITIGACION_NUM,ESTADO_REVISION,REVISOR_ASIGNADO,DECISION_ESPECIALISTA,FECHA_DECISION,COMENTARIO_REVISION,MONEDA
EVR-009763,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2022,Q4,2022-10,2022-10-03,M. Rojas,Panel de expertos,1.36,31.22,3.82,21.4,79.1,10.79,6.85,2,29.1,5.26,0.815,63.4,165.0,14,14,42000,2600,4,13902,3.79,8,22,0.258,3,41.6,0.361,40.8,13,740964.85,7,En revision,P. Huaman,,,,USD
EVR-009764,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2022,Q4,2022-11,2022-11-22,A. Quispe,Modelo estadistico,3.25,31.22,4.98,21.4,75.4,19.43,7.68,3,29.1,5.26,0.823,78.0,185.0,14,14,42000,2307.1,4,13902,3.79,8,31,0.396,3,5.0,0.361,40.8,20,774291.62,8,Observada,C. Ticona,Continuar con condiciones,2022-11-27,Pendiente levantamiento de pasivos ambientales identificados,USD
EVR-009765,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2022,Q4,2022-12,2022-12-26,D. Vargas,Panel de expertos,2.2,31.22,3.56,21.4,85.0,0.2,8.4,2,29.1,5.26,0.835,65.2,177.5,11,14,42000,2168.8,4,13902,3.79,3,19,0.506,2,31.0,0.361,40.8,31,305840.03,4,Aprobada,J. Mendoza,Continuar exploracion,2022-12-31,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-009766,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2023,Q1,2023-01,2023-01-02,J. Mendoza,Inspeccion de campo,4.27,31.22,4.02,21.4,85.0,0.2,7.76,2,29.1,5.26,0.816,68.2,183.6,14,14,38975.9,2600,4,13902,3.79,5,34,0.371,2,31.9,0.361,40.8,14,722048.68,10,Observada,L. Chavez,Continuar con condiciones,2023-01-18,Riesgo aceptable con monitoreo trimestral,USD
EVR-009767,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2023,Q1,2023-02,2023-02-08,M. Rojas,Modelo estadistico,3.7,31.22,3.36,21.4,56.3,25.64,6.66,3,29.1,5.26,0.98,60.6,185.0,12,14,42000,2581.4,4,13902,3.79,4,7,0.402,1,35.0,0.361,40.8,26,837141.98,2,En revision,N. Bustamante,,,,USD
EVR-009768,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2023,Q1,2023-03,2023-03-26,S. Ccahuana,Analisis documental,3.35,31.22,3.09,21.4,85.0,4.32,8.4,1,29.1,5.26,0.727,57.5,185.0,14,14,37938.1,2600,4,13902,3.79,9,28,0.387,3,32.4,0.361,40.8,27,896594.85,3,Observada,S. Ccahuana,Continuar con condiciones,2023-04-17,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-009769,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2023,Q2,2023-04,2023-04-07,C. Ticona,Matriz multicriterio,2.26,31.22,4.48,21.4,56.7,3.17,7.21,3,29.1,5.26,0.739,59.5,134.2,9,14,42000,1296.7,4,13902,3.79,6,38,0.4,3,14.3,0.361,40.8,22,879227.23,9,Rechazada,N. Bustamante,Suspender actividades,2023-04-15,Actualizar linea base de calidad de aire,USD
EVR-009770,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2023,Q2,2023-05,2023-05-26,C. Ticona,Matriz multicriterio,2.58,31.22,4.34,21.4,59.8,21.28,7.14,0,29.1,5.26,0.64,73.7,130.0,10,14,36090.3,1499.0,4,13902,3.79,8,6,0.303,4,18.2,0.361,40.8,32,676443.09,7,Revisada,J. Mendoza,Continuar con monitoreo,2023-06-18,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-009771,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2023,Q2,2023-06,2023-06-08,R. Salazar,Analisis documental,2.76,31.22,3.95,21.4,85.0,26.59,8.4,0,29.1,5.26,0.98,59.0,185.0,14,14,42000,2600,4,13902,3.79,4,24,0.607,2,5.0,0.361,40.8,17,824527.81,2,Pendiente,J. Mendoza,,,,USD
EVR-009772,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2023,Q3,2023-07,2023-07-02,S. Ccahuana,Inspeccion de campo,4.64,31.22,4.21,21.4,56.6,0.2,7.21,1,29.1,5.26,0.8,75.4,185.0,14,14,42000,2600,4,13902,3.79,7,20,0.085,1,28.3,0.361,40.8,18,899940.1,7,Aprobada,C. Ticona,Continuar exploracion,2023-07-27,Escalar a comite por conflictividad social creciente,USD
EVR-009773,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2023,Q3,2023-09,2023-09-04,C. Ticona,Matriz multicriterio,2.23,31.22,3.58,21.4,81.8,20.52,7.46,2,29.1,5.26,0.775,68.1,185.0,10,14,36010.2,2108.4,4,13902,3.79,8,9,0.184,3,28.1,0.361,40.8,14,602931.36,6,Revisada,P. Huaman,Continuar con monitoreo,2023-09-28,Observado por cercania a area natural protegida,USD
EVR-009774,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2023,Q4,2023-10,2023-10-24,M. Rojas,Inspeccion de campo,4.34,31.22,3.12,21.4,54.1,5.2,8.12,0,29.1,5.26,0.693,70.3,177.6,14,14,42000,2600,4,13902,3.79,9,4,0.15,1,17.6,0.361,40.8,34,746825.0,6,Aprobada,N. Bustamante,Continuar exploracion,2023-11-04,Escalar a comite por conflictividad social creciente,USD
EVR-009775,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2023,Q4,2023-11,2023-11-06,P. Huaman,Matriz multicriterio,1.75,31.22,4.21,21.4,37.3,24.53,8.04,0,29.1,5.26,0.537,74.9,116.1,14,14,28751.8,2157.0,4,13902,3.79,7,26,0.453,1,22.4,0.361,40.8,23,755770.13,1,En revision,S. Ccahuana,,,,USD
EVR-009776,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2023,Q4,2023-12,2023-12-25,L. Chavez,Inspeccion de campo,2.74,31.22,3.95,21.4,65.2,12.58,7.54,0,29.1,5.26,0.879,69.8,185.0,13,14,42000,2304.5,4,13902,3.79,7,26,0.548,0,25.9,0.361,40.8,25,763064.21,5,Observada,A. Quispe,Continuar con condiciones,2024-01-08,Pendiente levantamiento de pasivos ambientales identificados,USD
EVR-009777,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2024,Q1,2024-02,2024-02-24,L. Chavez,Panel de expertos,3.17,31.22,3.46,21.4,76.3,3.06,6.81,3,29.1,5.26,0.826,66.5,170.1,13,14,40673.9,2600,4,13902,3.79,8,28,0.253,2,24.9,0.361,40.8,28,749420.22,8,Pendiente,J. Mendoza,,,,USD
EVR-009778,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2024,Q1,2024-03,2024-03-12,C. Ticona,Analisis documental,3.16,31.22,4.6,21.4,85.0,0.2,6.96,1,29.1,5.26,0.98,69.6,164.3,12,14,23560.7,1868.1,4,13902,3.79,6,23,0.242,5,22.9,0.361,40.8,21,818236.63,8,Revisada,M. Rojas,Continuar con monitoreo,2024-03-22,Riesgo aceptable con monitoreo trimestral,USD
EVR-009779,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2024,Q2,2024-04,2024-04-27,L. Chavez,Modelo estadistico,3.38,31.22,4.18,21.4,85.0,13.35,7.32,1,29.1,5.26,0.951,75.1,172.3,14,14,42000,2428.8,4,13902,3.79,5,12,0.105,1,11.2,0.361,40.8,24,700841.0,7,Aprobada,J. Mendoza,Continuar exploracion,2024-05-02,Actualizar linea base de calidad de aire,USD
EVR-009780,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2024,Q2,2024-05,2024-05-13,P. Huaman,Analisis documental,2.09,31.22,4.15,21.4,76.9,13.8,8.4,1,29.1,5.26,0.978,55.4,175.7,12,14,30061.5,2600,4,13902,3.79,6,15,0.145,2,29.1,0.361,40.8,29,622403.57,3,Aprobada,P. Huaman,Continuar exploracion,2024-05-29,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-009781,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2024,Q2,2024-06,2024-06-21,J. Mendoza,Modelo estadistico,3.75,31.22,3.81,21.4,78.8,14.22,8.33,0,29.1,5.26,0.98,68.1,172.5,14,14,39367.1,2234.9,4,13902,3.79,9,18,0.236,2,18.8,0.361,40.8,24,765506.16,7,En revision,S. Ccahuana,,,,USD
EVR-009782,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2024,Q3,2024-07,2024-07-01,A. Quispe,Inspeccion de campo,1.31,31.22,4.88,21.4,65.0,7.41,8.23,0,29.1,5.26,0.744,77.5,185.0,13,14,30069.7,2247.9,4,13902,3.79,5,38,0.438,4,37.0,0.361,40.8,20,777823.04,6,Aprobada,J. Mendoza,Continuar exploracion,2024-07-11,Observado por cercania a area natural protegida,USD
EVR-009783,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2024,Q3,2024-08,2024-08-25,L. Chavez,Modelo estadistico,2.46,31.22,4.09,21.4,58.3,19.35,8.4,0,29.1,5.26,0.81,70.2,185.0,14,14,40518.5,2600,4,13902,3.79,8,16,0.283,0,29.6,0.361,40.8,23,864256.49,7,Aprobada,L. Chavez,Continuar exploracion,2024-09-03,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-009784,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2024,Q3,2024-09,2024-09-07,R. Salazar,Modelo estadistico,1.9,31.22,4.97,21.4,68.7,5.64,7.48,2,29.1,5.26,0.98,78.0,183.2,11,14,30452.3,2600,4,13902,3.79,9,18,0.131,1,23.1,0.361,40.8,25,859511.75,11,En revision,M. Rojas,,,,USD
EVR-009785,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2024,Q4,2024-10,2024-10-14,S. Ccahuana,Panel de expertos,1.68,31.22,4.92,21.4,58.9,0.2,7.25,0,29.1,5.26,0.839,68.7,164.2,14,14,24901.8,2467.1,4,13902,3.79,6,36,0.35,0,25.7,0.361,40.8,20,888488.49,11,En revision,P. Huaman,,,,USD
EVR-009786,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2024,Q4,2024-11,2024-11-03,C. Ticona,Inspeccion de campo,3.17,31.22,3.84,21.4,85.0,7.28,8.4,0,29.1,5.26,0.97,77.0,98.2,14,14,33577.2,2600,4,13902,3.79,5,27,0.385,4,38.1,0.361,40.8,24,953100.6,7,En revision,J. Mendoza,,,,USD
EVR-009787,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2024,Q4,2024-12,2024-12-13,P. Huaman,Modelo estadistico,4.25,31.22,3.73,21.4,63.7,0.2,7.95,0,29.1,5.26,0.98,56.0,185.0,14,14,42000,2466.2,4,13902,3.79,7,28,0.269,1,11.1,0.361,40.8,25,790852.9,9,Revisada,R. Salazar,Continuar con monitoreo,2024-12-18,Riesgo aceptable con monitoreo trimestral,USD
EVR-009788,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2025,Q1,2025-01,2025-01-25,M. Rojas,Matriz multicriterio,1.0,31.22,4.47,21.4,76.5,13.21,7.65,2,29.1,5.26,0.76,78.0,167.2,9,14,32156.0,2555.7,4,13902,3.79,7,14,0.276,3,38.4,0.361,40.8,29,324580.78,6,Observada,J. Mendoza,Continuar con condiciones,2025-02-16,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-009789,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2025,Q1,2025-02,2025-02-13,R. Salazar,Modelo estadistico,1.0,31.22,4.66,21.4,85.0,0.2,7.57,2,29.1,5.26,0.883,75.3,147.7,12,14,42000,2600,4,13902,3.79,6,31,0.533,1,27.5,0.361,40.8,30,500520.69,4,Aprobada,R. Salazar,Continuar exploracion,2025-02-27,Sin observaciones relevantes en el periodo evaluado,USD
EVR-009790,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2025,Q1,2025-03,2025-03-15,A. Quispe,Panel de expertos,2.69,31.22,5.0,21.4,44.3,4.33,8.4,1,29.1,5.26,0.72,78.0,167.6,14,14,37529.0,1950.9,4,13902,3.79,7,33,0.392,3,31.4,0.361,40.8,29,802101.68,7,Aprobada,J. Mendoza,Continuar exploracion,2025-04-05,Riesgo aceptable con monitoreo trimestral,USD
EVR-009791,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2025,Q2,2025-04,2025-04-11,M. Rojas,Matriz multicriterio,1.18,31.22,4.42,21.4,61.5,10.08,7.36,1,29.1,5.26,0.963,78.0,185.0,12,14,41094.8,2593.5,4,13902,3.79,9,4,0.05,1,5.0,0.361,40.8,20,762534.85,4,Aprobada,P. Huaman,Continuar exploracion,2025-04-19,Pendiente levantamiento de pasivos ambientales identificados,USD
EVR-009792,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2025,Q2,2025-05,2025-05-14,L. Chavez,Inspeccion de campo,1.0,31.22,4.99,21.4,85.0,16.86,6.37,2,29.1,5.26,0.952,78.0,185.0,14,14,25699.4,2397.8,4,13902,3.79,6,15,0.167,0,18.2,0.361,40.8,13,823510.67,9,Observada,C. Ticona,Continuar con condiciones,2025-06-06,Escalar a comite por conflictividad social creciente,USD
EVR-009793,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2025,Q2,2025-06,2025-06-11,L. Chavez,Inspeccion de campo,3.43,31.22,4.28,21.4,85.0,7.25,8.4,1,29.1,5.26,0.98,60.7,149.3,14,14,38025.2,2600,4,13902,3.79,6,16,0.314,4,19.9,0.361,40.8,25,830137.99,7,Rechazada,R. Salazar,Suspender actividades,2025-07-02,Verificar vigencia de convenios con la comunidad,USD
EVR-009794,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2025,Q3,2025-07,2025-07-01,S. Ccahuana,Modelo estadistico,3.62,31.22,5.0,21.4,85.0,0.2,7.2,0,29.1,5.26,0.805,78.0,185.0,14,14,42000,2488.2,4,13902,3.79,8,34,0.19,2,18.6,0.361,40.8,25,1057888.59,7,Rechazada,S. Ccahuana,Suspender actividades,2025-07-10,Sin observaciones relevantes en el periodo evaluado,USD
EVR-009795,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2025,Q3,2025-09,2025-09-08,J. Mendoza,Analisis documental,2.34,31.22,3.21,21.4,42.9,6.19,7.55,2,29.1,5.26,0.797,78.0,109.6,13,14,42000,2133.5,4,13902,3.79,9,23,0.125,2,19.9,0.361,40.8,34,788115.39,10,Observada,N. Bustamante,Continuar con condiciones,2025-09-22,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-009796,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2025,Q4,2025-10,2025-10-20,C. Ticona,Inspeccion de campo,1.0,31.22,4.38,21.4,71.1,4.27,7.81,2,29.1,5.26,0.98,78.0,185.0,14,14,40354.1,2600,4,13902,3.79,7,23,0.058,0,23.1,0.361,40.8,29,802621.62,7,Revisada,P. Huaman,Continuar con monitoreo,2025-10-25,Actualizar linea base de calidad de aire,USD
EVR-009797,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2025,Q4,2025-12,2025-12-21,L. Chavez,Matriz multicriterio,2.49,31.22,4.1,21.4,70.4,0.2,7.78,0,29.1,5.26,0.98,68.3,171.1,12,14,42000,2195.0,4,13902,3.79,7,37,0.419,4,26.3,0.361,40.8,25,629103.12,6,Revisada,P. Huaman,Continuar con monitoreo,2026-01-13,Riesgo aceptable con monitoreo trimestral,USD
EVR-009798,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Evaluacion Economica,2026,Q1,2026-01,2026-01-15,D. Vargas,Analisis documental,4.3,31.22,4.68,21.4,85.0,2.28,8.4,1,29.1,5.26,0.98,50.8,176.5,12,14,37963.8,2461.3,4,13902,3.79,4,24,0.172,2,21.9,0.361,40.8,34,764176.62,11,Revisada,L. Chavez,Continuar con monitoreo,2026-01-22,Sin observaciones relevantes en el periodo evaluado,USD
EVR-009799,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Avanzada,2026,Q1,2026-02,2026-02-13,S. Ccahuana,Inspeccion de campo,2.54,31.22,3.98,21.4,71.9,1.58,8.4,1,29.1,5.26,0.98,76.6,180.4,14,14,42000,2082.9,4,13902,3.79,9,25,0.196,2,8.2,0.361,40.8,30,877042.83,10,Aprobada,R. Salazar,Continuar exploracion,2026-02-26,Riesgo aceptable con monitoreo trimestral,USD
EVR-009800,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2026,Q1,2026-03,2026-03-11,C. Ticona,Panel de expertos,2.58,31.22,5.0,21.4,63.8,2.05,6.81,0,29.1,5.26,0.883,56.5,154.5,11,14,42000,2600,4,13902,3.79,7,33,0.474,2,9.4,0.361,40.8,29,801277.79,10,Pendiente,P. Huaman,,,,USD
EVR-009801,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2026,Q2,2026-04,2026-04-11,N. Bustamante,Analisis documental,3.2,31.22,5.0,21.4,85.0,19.46,7.24,1,29.1,5.26,0.882,78.0,145.8,14,14,27668.1,2600,4,13902,3.79,3,20,0.098,3,30.9,0.361,40.8,31,987868.05,8,Revisada,C. Ticona,Continuar con monitoreo,2026-04-28,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-009802,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2026,Q2,2026-05,2026-05-06,M. Rojas,Modelo estadistico,3.03,31.22,5.0,21.4,85.0,9.17,6.07,2,29.1,5.26,0.695,78.0,138.6,13,14,35138.4,2600,4,13902,3.79,7,30,0.524,0,7.1,0.361,40.8,34,1026421.77,5,Aprobada,J. Mendoza,Continuar exploracion,2026-05-19,Actualizar linea base de calidad de aire,USD
EVR-009803,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Exploracion Inicial,2026,Q2,2026-06,2026-06-18,A. Quispe,Matriz multicriterio,2.05,31.22,4.35,21.4,85.0,11.4,7.27,1,29.1,5.26,0.852,67.3,94.2,13,14,30674.6,2541.7,4,13902,3.79,9,26,0.173,4,16.3,0.361,40.8,21,1034159.47,6,En revision,C. Ticona,,,,USD
EVR-009804,Z0120,Zona Michiquillay I,Ancash,Huari,Pallasca Bajo,-10.08607,-77.17367,4366,4711.1,Porfido,Cobre,CON-835418,Vigente,Vicuna Exploraciones SAC,2.52,2.55,79.9,195.0,Prospeccion,2026,Q3,2026-07,2026-07-08,L. Chavez,Inspeccion de campo,3.31,31.22,3.36,21.4,85.0,6.46,8.04,0,29.1,5.26,0.59,62.9,160.4,10,14,29171.6,1419.4,4,13902,3.79,5,36,0.273,0,7.5,0.361,40.8,30,1121733.91,7,Revisada,M. Rojas,Continuar con monitoreo,2026-07-29,Se recomienda taller informativo con la comunidad de influencia directa,USD
